0x1BX	0xFB0	0	ADDWF $, $	2	0x01F	0x020
0x14X	0xFB0	0	ANDWF $, $	2	0x01F	0x020
0x06X	0xFE0	0	CLRF $	1	0x01F
0x040	0xFFF	0	CLRW	0
0x24X	0xFB0	0	COMF $, $	2	0x01F	0x020
0x0BX	0xFB0	0	DECF $, $	2	0x01F	0x020
0x2BX	0xFB0	0	DECFSZ $, $	2	0x01F	0x020
0x28X	0xFB0	0	INCF $, $	2	0x01F	0x020
0x3BX	0xFB0	0	INCFSZ $, $	2	0x01F	0x020
0x10X	0xFB0	0	IORWF $, $	2	0x01F	0x020
0x20X	0xFB0	0	MOVF $, $	2	0x01F	0x020
0x02X	0xFE0	0	MOVWF $	1	0x01F
0x000	0xFFF	0	NOP	0
0x34X	0xFB0	0	RLF $, $	2	0x01F	0x020
0x30X	0xFB0	0	RRF $, $	2	0x01F	0x020
0x08X	0xFB0	0	SUBWF $, $	2	0x01F	0x020
0x38X	0xFB0	0	SWAPF $, $	2	0x01F	0x020
0x18X	0xFB0	0	XORWF $, $	2	0x01F	0x020
0x4XX	0xF00	0	BCF $, $	2	0x01F	0x0E0
0x5XX	0xF00	0	BSF $, $	2	0x01F	0x0E0
0x6XX	0xF00	0	BTFSC $, $	2	0x01F	0x0E0
0x7XX	0xF00	0	BTFSS $, $	2	0x01F	0x0E0
0xEXX	0xF00	0	ANDLW $	1	0x0FF
0x9XX	0xF00	3	CALL $	1	0x0FF
0x004	0xFFF	0	CLRWDT	0
0xAXX	0xA00	1	GOTO $	1	0x1FF
0xDXX	0xF00	0	IORLW $	1	0x0FF
0xCXX	0xF00	0	MOVLW $	1	0x0FF
0x002	0xFFF	0	OPTION	0
0x8XX	0xF00	0	RETLW $	1	0x0FF
0x003	0xFFF	0	SLEEP	0
0x000	0xFF8	0	TRIS $	1	0x007
0xFXX	0xF00	0	XORLW $	1	0x0FF